    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
                      	 7778	           5	-7,50000000000000E+000	-1,41653517869209E+001	 9,18249295540432E+001	-3,73647482498708E+001	9,19035563262947E+001	 5,21083560429772E-001	-2,56341713634525E+000	5,21083560429772E-001	 4,43735534759542E+000	-3,26794352035111E-001	4,44044351708473E+000
          Plate\_1\_15	 7778	           1	-7,50000000000000E+000	-1,41653517869209E+001	 9,18243284687781E+001	-3,73632483227723E+001	9,19029271637381E+001	 4,37961098307387E-001	-2,59589196336963E+000	4,37961098307387E-001	 4,43735534759542E+000	-3,26794352035147E-001	4,44044351708471E+000
 Element 48-87 (Plate)	 7779	           2	-7,50000000000000E+000	-1,43261393556448E+001	 9,02116231746520E+001	-3,64665058769475E+001	9,02741065542661E+001	-8,70157775048610E-001	-2,55035471217634E+000	1,80627114058840E-007	 4,39692788069949E+000	-3,37494739090849E-001	4,39692788069949E+000
                (ERSS)	 7780	           3	-7,50000000000000E+000	-1,44869269243687E+001	 8,84243521461017E+001	-3,55290502510412E+001	8,84719484922869E+001	-1,77729880806764E+000	-2,46162698561649E+000	3,01989209872304E-004	 4,17920329218305E+000	-3,46415986829145E-001	4,17920329218305E+000
                      	 7781	           4	-7,50000000000000E+000	-1,46477144930926E+001	 8,64635519139599E+001	-3,45512014378458E+001	8,65043676559964E+001	-2,30842746495585E+000	-2,40086222825711E+000	1,70238404554743E-002	 3,84540254860574E+000	-3,50857694112402E-001	3,84540254860574E+000
                      	 9023	           5	-7,50000000000000E+000	-1,48085020618166E+001	 8,43302590090593E+001	-3,35332794301540E+001	8,43684540155802E+001	-2,48850920991939E+000	-2,49759667731679E+000	4,96479087540984E-002	 3,45548532011400E+000	-3,48288809579861E-001	3,45548532011400E+000
          Plate\_1\_15	 9023	           1	-7,50000000000000E+000	-1,48085020618166E+001	 8,43266560289435E+001	-3,35310362201981E+001	8,43648472098669E+001	-2,53882380466030E+000	-2,54543909510468E+000	4,95457069659770E-002	 3,45548532011400E+000	-3,48288809579915E-001	3,45548532011400E+000
 Element 48-88 (Plate)	 9024	           2	-7,50000000000000E+000	-1,49797474291787E+001	 8,18614890820016E+001	-3,23991598637693E+001	8,18969811893367E+001	-2,50412721191499E+000	-2,50412721191499E+000	1,11528586920719E-001	 3,02146688364285E+000	-3,40149048842901E-001	3,02146688364285E+000
                (ERSS)	 9025	           3	-7,50000000000000E+000	-1,51509927965408E+001	 7,91862674281476E+001	-3,12124734149701E+001	7,92191471440434E+001	-2,32036741855527E+000	-2,32036741855527E+000	1,96376163526738E-001	 2,60649751631205E+000	-3,16117734746089E-001	2,60649751631205E+000
                      	 9026	           4	-7,50000000000000E+000	-1,53222381639029E+001	 7,63018860107666E+001	-2,99712575684727E+001	7,63322409981593E+001	-2,00113355285140E+000	-2,00113355285140E+000	3,32173993696212E-001	 2,23430782081998E+000	-2,73181360278840E-001	2,23430782081998E+000
                      	 9149	           5	-7,50000000000000E+000	-1,54934835312651E+001	 7,32092397732440E+001	-2,86757930189494E+001	7,32371586758569E+001	-1,56001474307361E+000	-1,56001474307361E+000	4,98231175089657E-001	 1,92793322363714E+000	-2,10626321500320E-001	1,92793322363714E+000
          Plate\_1\_15	 9149	           1	-7,50000000000000E+000	-1,54934835312651E+001	 7,32012579129487E+001	-2,86722611463190E+001	7,32291722980704E+001	-1,59225099696478E+000	-1,59225099696478E+000	4,90931964211257E-001	 1,92793322363715E+000	-2,10626321500418E-001	1,92793322363715E+000
 Element 48-89 (Plate)	 9150	           2	-7,50000000000000E+000	-1,56758668838820E+001	 6,96675161147172E+001	-2,72271324385151E+001	6,96929243212786E+001	-1,06472225054287E+000	-1,06472225054287E+000	6,96570081021323E-001	 1,68567403709134E+000	-1,85242395192638E-001	1,68567403709134E+000
                (ERSS)	 9151	           3	-7,50000000000000E+000	-1,58582502364989E+001	 6,58643509204396E+001	-2,57055093476192E+001	6,58873343479591E+001	-5,49916847308344E-001	-5,49916847308344E-001	9,12460057603643E-001	 1,53895203324295E+000	-1,65463877616442E-001	1,53895203324295E+000
                      	 9152	           4	-7,50000000000000E+000	-1,60406335891158E+001	 6,17921595768748E+001	-2,41074973831950E+001	6,18128002801481E+001	-6,07822744751840E-002	-6,07822744751840E-002	1,12715595909907E+000	 1,48347651782851E+000	-1,53752081197307E-001	1,48347651782851E+000
                      	 9365	           5	-7,50000000000000E+000	-1,62230169417327E+001	 5,74513393307821E+001	-2,24332020548061E+001	5,74697200198817E+001	 3,89733980742632E-001	-2,48031420437202E-007	1,34916152783624E+000	 1,51426701955053E+000	-1,36897834943487E-001	1,56134659008518E+000
          Plate\_1\_15	 9365	           1	-7,50000000000000E+000	-1,62230169417327E+001	 5,74366600857430E+001	-2,24273391596013E+001	5,74550357000885E+001	 2,73406155154329E-001	-2,16550875922253E-007	1,23987481807327E+000	 1,51426701955052E+000	-1,36897834943581E-001	1,56134659008519E+000
 Element 48-90 (Plate)	 9366	           2	-7,50000000000000E+000	-1,64172627062995E+001	 5,24925673014290E+001	-2,05510111577930E+001	5,25086163919406E+001	 6,89624320627992E-001	-1,95190931505034E-007	1,46691065065456E+000	 1,61466266748741E+000	-1,12672193299299E-001	1,72789872830249E+000
                (ERSS)	 9367	           3	-7,50000000000000E+000	-1,66115084708664E+001	 4,71775413029183E+001	-1,85629581320382E+001	4,71913359418599E+001	 5,63967758395382E-001	-1,49457581127875E-008	1,15551809676996E+000	 1,74833526719222E+000	-8,09337923642802E-002	1,93218166314665E+000
                      	 9368	           4	-7,50000000000000E+000	-1,68057542354332E+001	 4,14893817949714E+001	-1,64622065463158E+001	4,15009938596656E+001	-2,16124381471082E-001	-2,16124381471082E-001	4,03976465966216E-001	 1,79145901721180E+000	-4,35143219807629E-002	2,02927485573678E+000
                      	10663	           5	-7,50000000000000E+000	-1,70000000000000E+001	 3,54258884823487E+001	-1,42477828646046E+001	3,54353896551771E+001	-1,76321294889898E+000	-1,77916083674434E+000	2,14708744679297E-001	 1,61351528241142E+000	-2,50780283583856E-003	1,87434733544985E+000
          Plate\_2\_15	10643	           1	 7,50000000000000E+000	-1,02500000000000E+001	-5,85806662162585E+000	-5,03197530189167E+001	1,04917767380100E+002	 1,69544670381154E+001	-1,02999541197176E+002	1,69773257563933E+001	 2,37365313942026E+002	-6,86759483365794E-007	2,37365313942026E+002
 Element 49-91 (Plate)	10644	           2	 7,50000000000000E+000	-1,03471228822834E+001	 3,08573831411218E+000	-5,01442369965342E+001	1,03787391569504E+002	 1,00766243907750E+000	-1,11637251234607E+002	1,07240699886079E+000	 2,38170559631000E+002	-6,55133976219645E-007	2,38170559631000E+002
                (ERSS)	10645	           3	 7,50000000000000E+000	-1,04442457645668E+001	 1,02476438180284E+001	-4,99643190254288E+001	1,02652462369636E+002	-9,31193910409123E+000	-1,20986395078107E+002	8,01560593753490E-007	 2,37757178685644E+002	-5,90660831068488E-007	2,37757850431263E+002
                      	10646	           4	 7,50000000000000E+000	-1,05413686468502E+001	 1,65695589321376E+001	-4,97800309630051E+001	1,01513930450579E+002	-1,65830231704891E+001	-1,28221884880207E+002	1,00043467253869E-006	 2,36459977373540E+002	-5,02363423510025E-007	2,36467576665713E+002
                      	11411	           5	 7,50000000000000E+000	-1,06384915291337E+001	 2,29933926984549E+001	-4,95914046666676E+001	1,00372746482418E+002	-2,33842753392144E+001	-1,32455253374013E+002	1,11328623782001E-006	 2,34537148231727E+002	-3,99091072377024E-007	2,34552400252690E+002
          Plate\_2\_15	11411	           1	 7,50000000000000E+000	-1,06384915291337E+001	 2,40112827040827E+001	-4,95909940214978E+001	1,00372811656004E+002	-2,62984368786867E+001	-1,32833307685217E+002	1,12535423173392E-006	 2,34537148231727E+002	-3,99091052177967E-007	2,34552400252690E+002
 Element 49-92 (Plate)	11412	           2	 7,50000000000000E+000	-1,07419313894903E+001	 3,08275811904889E+001	-4,93844260421325E+001	9,91549913999102E+001	-3,32549156693274E+001	-1,36166168682952E+002	1,18928144579499E-006	 2,31438481021659E+002	-2,79035613243681E-007	2,31458758087383E+002
                (ERSS)	11413	           3	 7,50000000000000E+000	-1,08453712498470E+001	 3,72453394285323E+001	-4,91711960801708E+001	9,79353785467238E+001	-4,06934750482292E+001	-1,36970933311275E+002	1,21295010101567E-006	 2,27656162184392E+002	-1,54456191100176E-007	2,27678047183556E+002
                      	11414	           4	 7,50000000000000E+000	-1,09488111102037E+001	 4,40557585030599E+001	-4,89513771029461E+001	9,67150177308077E+001	-5,12666727191309E+001	-1,36416255395018E+002	1,19908524823727E-006	 2,22909856614982E+002	-2,93362957521871E-008	2,22930189423707E+002
                      	11635	           5	 7,50000000000000E+000	-1,10522509705603E+001	 5,20500394989184E+001	-4,87250420777920E+001	9,54949535865247E+001	-6,76270663857714E+001	-1,35279209345499E+002	1,15041193830108E-006	 2,16835296320336E+002	 0,00000000000000E+000	2,16850920073326E+002
          Plate\_2\_15	11635	           1	 7,50000000000000E+000	-1,10522509705603E+001	 5,16179953656068E+001	-4,87246367091543E+001	9,54949210726726E+001	-6,81378941767267E+001	-1,35539963115961E+002	1,15627636136153E-006	 2,16835296320336E+002	 0,00000000000000E+000	2,16850920073326E+002
 Element 49-93 (Plate)	11636	           2	 7,50000000000000E+000	-1,11624186721261E+001	 5,84336419205640E+001	-4,84756030793301E+001	9,41964325260970E+001	-8,69913564816040E+001	-1,35868127779732E+002	1,08452326850440E-006	 2,08275424640205E+002	 0,00000000000000E+000	2,08284302479908E+002
                (ERSS)	11637	           3	 7,50000000000000E+000	-1,12725863736919E+001	 6,55573254185527E+001	-4,82175054467050E+001	9,28990464692172E+001	-1,03573428222862E+002	-1,36660756597298E+002	1,00145540335050E-006	 1,97748226788666E+002	 0,00000000000000E+000	1,97748226788666E+002
                      	11638	           4	 7,50000000000000E+000	-1,13827540752577E+001	 7,26701625204218E+001	-4,79504544591296E+001	9,26048585192377E+001	-1,17475860495105E+002	-1,36072243759477E+002	9,08462833803407E-007	 1,85547607780214E+002	 0,00000000000000E+000	1,85547607780214E+002
                      	11665	           5	 7,50000000000000E+000	-1,14929217768235E+001	 7,94532698870208E+001	-4,76745607644545E+001	9,22658276085584E+001	-1,28290404392934E+002	-1,36952322436767E+002	8,06935627766713E-007	 1,71980631371241E+002	 0,00000000000000E+000	1,71980631371241E+002
          Plate\_2\_15	11665	           1	 7,50000000000000E+000	-1,14929217768235E+001	 7,93919014761569E+001	-4,76741257704678E+001	9,22692576780647E+001	-1,28442915801757E+002	-1,37536587975596E+002	8,09598847847880E-007	 1,71980631371241E+002	 0,00000000000000E+000	1,71980631371241E+002
 Element 49-94 (Plate)	11666	           2	 7,50000000000000E+000	-1,16102549057202E+001	 8,55153591876075E+001	-4,73697312570010E+001	9,18463119066422E+001	-1,36838842606130E+002	-1,39166860906546E+002	7,01066319949257E-007	 1,56364153506968E+002	 0,00000000000000E+000	1,56364153506968E+002
                (ERSS)	11667	           3	 7,50000000000000E+000	-1,17275880346170E+001	 8,94676378165633E+001	-4,70535397309327E+001	9,13663451990208E+001	-1,39862844405211E+002	-1,40083274742263E+002	5,95710731426149E-007	 1,40082153056434E+002	 0,00000000000000E+000	1,40082153056434E+002
                      	11668	           4	 7,50000000000000E+000	-1,18449211635137E+001	 9,14099479331355E+001	-4,67256989257514E+001	9,16967192904434E+001	-1,37963304176337E+002	-1,37977989535565E+002	4,94119676981531E-007	 1,23727939242333E+002	-5,60125251507597E-002	1,23727939242333E+002
                      	12519	           5	 7,50000000000000E+000	-1,19622542924104E+001	 9,15035001074349E+001	-4,63863565749456E+001	9,17222112043363E+001	-1,31588604896846E+002	-1,31588604896846E+002	3,96880751318378E-007	 1,07878764694541E+002	-5,53613549606680E-001	1,07878764694541E+002
          Plate\_2\_15	12519	           1	 7,50000000000000E+000	-1,19622542924104E+001	 9,18557425029818E+001	-4,63858595979131E+001	9,20747808725787E+001	-1,32409666599090E+002	-1,32409666599090E+002	3,97635733182233E-007	 1,07878764694541E+002	-5,53613549606867E-001	1,07878764694541E+002
 Element 49-95 (Plate)	12520	           2	 7,50000000000000E+000	-1,20872188958380E+001	 9,19022121304585E+001	-4,60108870710752E+001	9,21176669288056E+001	-1,22685981012120E+002	-1,22685981012120E+002	3,02213545087526E-007	 9,19309983819211E+001	-1,07232209181681E+000	9,19309983819211E+001
                (ERSS)	12521	           3	 7,50000000000000E+000	-1,22121834992655E+001	 9,20182143372834E+001	-4,56208681141589E+001	9,22313345371354E+001	-1,11977619391000E+002	-1,11977619391000E+002	2,15449438731187E-007	 7,72588218164203E+001	-1,53767703195280E+000	7,72588218164203E+001
                      	12522	           4	 7,50000000000000E+000	-1,23371481026931E+001	 9,22279254323984E+001	-4,52159908120116E+001	9,24401484726213E+001	-1,00478682508848E+002	-1,00478682508848E+002	1,37455927985724E-007	 6,39709664660074E+001	-2,02714019257487E+000	6,39709664660074E+001
                      	12720	           5	 7,50000000000000E+000	-1,24621127061207E+001	 9,25555217247454E+001	-4,47964432494810E+001	9,27684735103166E+001	-8,83832711387805E+001	-8,83832711387805E+001	6,83455267236437E-008	 5,21692249032654E+001	-2,47576555077112E+000	5,21692249032654E+001
          Plate\_2\_15	12720	           1	 7,50000000000000E+000	-1,24621127061207E+001	 9,25857484587201E+001	-4,47958381827983E+001	9,27963904473007E+001	-8,86977786567449E+001	-8,86977786567449E+001	6,81127279189101E-008	 5,21692249032654E+001	-2,47576555077115E+000	5,21692249032654E+001
 Element 49-96 (Plate)	12721	           2	 7,50000000000000E+000	-1,25952051434966E+001	 9,29974436520411E+001	-4,43318051463633E+001	9,32018424234145E+001	-7,63480327945455E+001	-7,63480327945455E+001	4,39675048128907E-009	 4,11975274553370E+001	-2,84620540062322E+000	4,11975274553370E+001
                (ERSS)	12722	           3	 7,50000000000000E+000	-1,27282975808726E+001	 9,32637995569747E+001	-4,38487057570023E+001	9,34620061250742E+001	-6,48733099228664E+001	-6,48733099228664E+001	2,38365959731980E-001	 3,18086161103790E+001	-3,21501241395425E+000	3,18086161103790E+001
                      	12723	           4	 7,50000000000000E+000	-1,28613900182485E+001	 9,33867493710777E+001	-4,33467720054488E+001	9,35788197039212E+001	-5,43223730714434E+001	-5,43223730714434E+001	5,36115074795895E-001	 2,38842818047339E+001	-3,64566595389151E+000	2,38842818047339E+001
                      	13686	           5	 7,50000000000000E+000	-1,29944824556244E+001	 9,33682262919066E+001	-4,28262358824364E+001	9,35542213115965E+001	-4,47439852700125E+001	-4,47439852700125E+001	7,94772187637615E-001	 1,73048169550551E+001	-4,01082174720636E+000	1,73048169550551E+001
          Plate\_2\_15	13686	           1	 7,50000000000000E+000	-1,29944824556244E+001	 9,33731116562676E+001	-4,28254563325352E+001	9,35591096624787E+001	-4,47540797838921E+001	-4,47540797838921E+001	8,10752595754536E-001	 1,73048169550551E+001	-4,01082174720636E+000	1,73048169550551E+001
 Element 49-97 (Plate)	13687	           2	 7,50000000000000E+000	-1,31362313701235E+001	 9,32132864045887E+001	-4,22492690090217E+001	9,33928966026470E+001	-3,58361142008583E+001	-3,58361142008583E+001	1,08920600782311E+000	 1,16082246101381E+001	-4,28117007818609E+000	1,16082246101381E+001
                (ERSS)	13688	           3	 7,50000000000000E+000	-1,32779802846226E+001	 9,29142710203820E+001	-4,16488437609732E+001	9,30875858715498E+001	-2,80902416359576E+001	-2,80902416359576E+001	1,37928477415967E+000	 7,09023105535315E+000	-4,46361525518460E+000	7,09023105535315E+000
                      	13689	           4	 7,50000000000000E+000	-1,34197291991216E+001	 9,24770692973093E+001	-4,10244537391549E+001	9,26441862464184E+001	-2,15007854038751E+001	-2,15007854038751E+001	1,59582980565904E+000	 3,58825079807872E+000	-4,53783578038794E+000	3,58825079807872E+000
                      	13786	           5	 7,50000000000000E+000	-1,35614781136207E+001	 9,19026850290325E+001	-4,03763720943315E+001	9,20637065044844E+001	-1,60520688192960E+001	-1,60520688192960E+001	1,83090562918715E+000	 9,40708053572928E-001	-4,48597948770635E+000	9,40708053572928E-001
          Plate\_2\_15	13786	           1	 7,50000000000000E+000	-1,35614781136207E+001	 9,19037266282835E+001	-4,03753144691935E+001	9,20647438778004E+001	-1,59662671206097E+001	-1,59662671206097E+001	1,86084970793638E+000	 9,40708053572929E-001	-4,48597948770639E+000	9,40708053572929E-001
 Element 49-98 (Plate)	13787	           2	 7,50000000000000E+000	-1,37124465319458E+001	 9,11467733254309E+001	-3,96572462922689E+001	9,13014088701164E+001	-1,12476881605512E+001	-1,12476881605512E+001	2,13464539694540E+000	-1,10172187829830E+000	-4,35112685530794E+000	3,36415635741930E-001
                (ERSS)	13788	           3	 7,50000000000000E+000	-1,38634149502708E+001	 9,02396020476906E+001	-3,89080075246015E+001	9,03879569985454E+001	-7,40176907010083E+000	-7,40176907010083E+000	2,37570563970826E+000	-2,49938343245089E+000	-4,36877540720729E+000	3,29985991706303E-001
                      	13789	           4	 7,50000000000000E+000	-1,40143833685958E+001	 8,91829810438919E+001	-3,81279055080935E+001	8,93251600257570E+001	-4,39512486730767E+000	-4,39512486730767E+000	2,55841936312696E+000	-3,37931705788986E+000	-4,25473844873364E+000	3,28017705334132E-001
                      	14690	           5	 7,50000000000000E+000	-1,41653517869209E+001	 8,79776785628644E+001	-3,73172475846474E+001	8,81137897144210E+001	-2,19437057022103E+000	-2,19437057022103E+000	2,59879959244889E+000	-3,86685780446109E+000	-4,13820680551571E+000	3,29562173940217E-001
          Plate\_2\_15	14690	           1	 7,50000000000000E+000	-1,41653517869209E+001	 8,79762405770606E+001	-3,73157389443895E+001	8,81123443662127E+001	-2,10361007282241E+000	-2,10361007282241E+000	2,63102248732749E+000	-3,86685780446109E+000	-4,13820680551570E+000	3,29562173939916E-001
 Element 49-99 (Plate)	14691	           2	 7,50000000000000E+000	-1,43261393556448E+001	 8,65289347802193E+001	-3,64162479161091E+001	8,66586816384391E+001	-4,04170808634089E-001	-4,04170808634089E-001	2,58100193247133E+000	-4,06176124053453E+000	-4,11767845476823E+000	3,36732197242676E-001
                (ERSS)	14692	           3	 7,50000000000000E+000	-1,44869269243687E+001	 8,49078562168515E+001	-3,54758924444694E+001	8,50313394923638E+001	 8,21581574801526E-001	-6,76750828485964E-003	2,51410724072769E+000	-4,02238002078540E+000	-4,02238002078540E+000	3,44802810059696E-001
                      	14693	           4	 7,50000000000000E+000	-1,46477144930926E+001	 8,31137700690984E+001	-3,44949905485267E+001	8,32310860721542E+001	 1,59892204458512E+000	-2,62520775811495E-002	2,48541643724137E+000	-3,82152006428359E+000	-3,82152006428359E+000	3,52112922285043E-001
                      	14742	           5	 7,50000000000000E+000	-1,48085020618166E+001	 8,11474415191009E+001	-3,34738602473376E+001	8,12586895219776E+001	 1,95312556781738E+000	-6,31182572561161E-002	2,30964839956466E+000	-3,53069596932213E+000	-3,53069596932213E+000	3,51872623568339E-001
          Plate\_2\_15	14742	           1	 7,50000000000000E+000	-1,48085020618166E+001	 8,11434266316452E+001	-3,34715988952296E+001	8,12546657952798E+001	 2,01247066224073E+000	-6,29982910477473E-002	2,34434567786993E+000	-3,53069596932213E+000	-3,53069596932213E+000	3,51872623568316E-001
Element 49-100 (Plate)	14743	           2	 7,50000000000000E+000	-1,49797474291787E+001	 7,88548566057689E+001	-3,23361145230875E+001	7,89597256856637E+001	 2,10546316050756E+000	-1,35445841832186E-001	2,19083129461877E+000	-3,17523670399794E+000	-3,17523670399794E+000	3,38532517190532E-001
                (ERSS)	14744	           3	 7,50000000000000E+000	-1,51509927965408E+001	 7,63547613826767E+001	-3,11455709194138E+001	7,64533370482812E+001	 2,00693469902156E+000	-2,40604613393663E-001	2,00977695698169E+000	-2,82067998235841E+000	-2,82067998235841E+000	3,07704979918623E-001
                      	14745	           4	 7,50000000000000E+000	-1,53222381639029E+001	 7,36438796621876E+001	-2,99002464201330E+001	7,37362411695077E+001	 1,73196828144823E+000	-3,90808788472983E-001	1,73196828144823E+000	-2,49778728628839E+000	-2,49778728628839E+000	2,56517201348404E-001
                      	15600	           5	 7,50000000000000E+000	-1,54934835312651E+001	 7,07229501441208E+001	-2,86004193611692E+001	7,08091793357187E+001	 1,29564691145309E+000	-5,78176206110840E-001	1,29564691145309E+000	-2,23654332272085E+000	-2,23654332272085E+000	2,18523821734928E-001
          Plate\_2\_15	15600	           1	 7,50000000000000E+000	-1,54934835312651E+001	 7,07149567976609E+001	-2,85968448429616E+001	7,08011749464473E+001	 1,33417326027469E+000	-5,70396180849424E-001	1,33417326027469E+000	-2,23654332272085E+000	-2,23654332272085E+000	2,18523821735013E-001
Element 49-101 (Plate)	15601	           2	 7,50000000000000E+000	-1,56758668838820E+001	 6,73617814679122E+001	-2,71467653843209E+001	6,74415384437654E+001	 7,86076371544706E-001	-8,14645682349266E-001	7,86076371544706E-001	-2,04301097068899E+000	-2,04301097068899E+000	2,06197523234524E-001
                (ERSS)	15602	           3	 7,50000000000000E+000	-1,58582502364989E+001	 6,37371003316197E+001	-2,56197301558754E+001	6,38104437119334E+001	 2,42059898734120E-001	-1,06243400176646E+000	2,42059898734120E-001	-1,94977995437498E+000	-1,94977995437498E+000	2,05618485837663E-001
                      	15603	           4	 7,50000000000000E+000	-1,60406335891158E+001	 5,98412011014777E+001	-2,40158582463853E+001	5,99081804510149E+001	-2,80148646988037E-001	-1,29561767423420E+000	2,82724600043973E-007	-1,95337008550543E+000	-1,95337008550543E+000	2,04079008578179E-001
                      	16406	           5	 7,50000000000000E+000	-1,62230169417327E+001	 5,56743714901804E+001	-2,23352687446108E+001	5,57350383610733E+001	-7,62821754452738E-001	-1,50460598732402E+000	2,91966175775879E-007	-2,04934754295880E+000	-2,04934754295880E+000	1,98433763824777E-001
          Plate\_2\_15	16406	           1	 7,50000000000000E+000	-1,62230169417327E+001	 5,56575601648914E+001	-2,23288866999305E+001	5,57182107295075E+001	-6,14960681063738E-001	-1,39240634896260E+000	2,57704289350073E-007	-2,04934754295880E+000	-2,04934754295880E+000	1,98433763824596E-001
Element 49-102 (Plate)	16407	           2	 7,50000000000000E+000	-1,64172627062995E+001	 5,09016882267616E+001	-2,04459272577889E+001	5,09556486795643E+001	-1,07552027667543E+000	-1,58074984001964E+000	2,41028872047425E-007	-2,22185363613832E+000	-2,22185363613832E+000	1,86622259538522E-001
                (ERSS)	16408	           3	 7,50000000000000E+000	-1,66115084708664E+001	 4,57706219695606E+001	-1,84491789825829E+001	4,58178854537727E+001	-8,65750684419627E-001	-1,23700180076723E+000	5,17667453483544E-008	-2,42541203463848E+000	-2,42541203463848E+000	1,67043122392170E-001
                      	16409	           4	 7,50000000000000E+000	-1,68057542354332E+001	 4,02608060535251E+001	-1,63373754699871E+001	4,03013635543976E+001	 1,63123425695545E-001	-4,29000676389084E-001	1,63123425695545E-001	-2,50526084633303E+000	-2,50526084633303E+000	1,38680086107400E-001
                      	16420	           5	 7,50000000000000E+000	-1,70000000000000E+001	 3,43686851388922E+001	-1,41092503156764E+001	3,44025254837040E+001	 2,15987738366195E+000	-2,21797487834525E-001	2,15987738366195E+000	-2,29779072521245E+000	-2,29779072521245E+000	1,00613725535397E-001
          Plate\_1\_16	10663	           1	-7,50000000000000E+000	-1,70000000000000E+001	 3,55447978042139E+001	-1,43027150602404E+001	3,55543400682721E+001	-1,98539696729279E+000	-2,01500247054229E+000	1,83525427144822E-001	 1,61351528241142E+000	-2,50780283577136E-003	1,87434733544986E+000
Element 50-103 (Plate)	10664	           2	-7,50000000000000E+000	-1,71250000000000E+001	 3,26364759896185E+001	-1,33514443318233E+001	3,26451173118795E+001	-3,75393547158843E+000	-3,82930770123793E+000	2,06894289211426E-001	 1,23990453832994E+000	-4,86464389354848E-007	1,50317969560069E+000
                (ERSS)	10665	           3	-7,50000000000000E+000	-1,72500000000000E+001	 2,96527643252446E+001	-1,23882968269729E+001	2,96605493533352E+001	-4,12718543615674E+000	-4,49922056052631E+000	9,88318102400265E-002	 7,33471992033680E-001	-3,08844202731661E-007	9,78607795245279E-001
                      	10666	           4	-7,50000000000000E+000	-1,73750000000000E+001	 2,66269365511156E+001	-1,14245163596567E+001	2,66339178757679E+001	-3,15002340457067E+000	-4,08281313126342E+000	1,27610477158340E-006	 2,64106616796236E-001	-1,35923482649546E-007	4,39262605649763E-001
                      	11425	           5	-7,50000000000000E+000	-1,75000000000000E+001	 2,35922664072545E+001	-1,04713467438422E+001	2,35985045623062E+001	-8,67325920403149E-001	-2,78377504332272E+000	8,60364232394713E-007	 2,56739074444567E-016	-1,46733319938974E-013	3,08024439288346E-013
          Plate\_2\_16	16420	           1	 7,50000000000000E+000	-1,70000000000000E+001	 3,44876054481763E+001	-1,41650066483771E+001	3,45215807290372E+001	 2,47759782790837E+000	-2,13396549159882E-001	2,47759782790837E+000	-2,29779072521246E+000	-2,29779072521246E+000	1,00613725535806E-001
Element 51-104 (Plate)	16421	           2	 7,50000000000000E+000	-1,71250000000000E+001	 3,16489272152065E+001	-1,32005205654724E+001	3,16799304374696E+001	 4,29703677506453E+000	-2,25576009279377E-001	4,29703677506453E+000	-1,86364676108112E+000	-1,86364676108112E+000	7,29810373594294E-002
                (ERSS)	16422	           3	 7,50000000000000E+000	-1,72500000000000E+001	 2,87555223519081E+001	-1,22280703064271E+001	2,87836252286012E+001	 5,16758563555572E+000	-2,16505072605661E-001	5,16758563555572E+000	-1,26367838860269E+000	-1,26367838860269E+000	4,50936254449283E-002
                      	16423	           4	 7,50000000000000E+000	-1,73750000000000E+001	 2,58390515919152E+001	-1,12605425046879E+001	2,58643553974698E+001	 5,18001403472401E+000	-1,84514653907125E-001	5,18001403472401E+000	-6,07187566888174E-001	-6,07187566888174E-001	1,97967248085417E-002
                      	17112	           5	 7,50000000000000E+000	-1,75000000000000E+001	 2,29311756688619E+001	-1,03108237937016E+001	2,29538112391134E+001	 4,42509159791150E+000	-1,27935667952156E-001	4,42509159791150E+000	-3,46944695195361E-016	-3,86836396248924E-013	5,13492026676943E-013
